"Exported to CSV on Wednesday, September 6, 2023"

"Person ID External","Job Title","Company","Academic degree","Status","Start year","End year","employee_education_VFLD3","Area Of Studies","Area of emphasis","employee_education_VFLD5","Country of study","Institution","Title earned"
"2000001900","ASUNTOS LEGALES DE NEGOCIO I","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1990","1995","2000001900","LAW AND PUBLIC SECTOR",,"2000001900","COLOMBIA",,"DERECHO"
"2000005265","LIDER CENTRAL GENERACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2016","2018","2000005265",,,"2000005265","COLOMBIA","Universidad ICESI","MAESTRIA EN ADMINISTRACION DE EMPRESAS"
"2000005128","LIDER DE SALUD DE EQUIPOS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000005128",,,"2000005128",,,
"2000001951","BIENES INMUEBLES","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","GRADUATED","2019",,"2000001951","ARCHITECTURE, URBANISM",,"2000001951","COLOMBIA","Universidad del Valle Cali","MAESTRIA EN GESTION Y DESARROLLO INMOBILIARIO"
"2000001951","BIENES INMUEBLES","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1997",,"2000001951","ENGINEERING",,"2000001951","COLOMBIA","Universidad Distrital Francisco José de Caldas",
"2000005434","EXPERIENCIAS DE SERVICIO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000005434",,,"2000005434",,,
"2000005450","EXPERIENCIAS DE SERVICIO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000005450",,,"2000005450",,,
"2000010409","PLANEACION FISCAL I","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1992","1998","2000010409",,,"2000010409","COLOMBIA","Universidad Santiago de Cali","CONTADURIA PUBLICA"
"2000001948","AMBIENTAL TYD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","HIGH SCHOOL","GRADUATED","1988","1995","2000001948","N/D",,"2000001948","COLOMBIA",,"BACHILLERATO"
"2000001948","AMBIENTAL TYD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2000","2006","2000001948","ENGINEERING",,"2000001948","COLOMBIA","Universidad Nacional de Colombia","INGENIERIA AMBIENTAL"
"2000005150","EXPERIENCIAS DE SERVICIO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2016","2021","2000005150","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000005150","COLOMBIA","Universidad Santiago de Cali","ADMINISTRACION DE EMPRESAS"
"2000005150","EXPERIENCIAS DE SERVICIO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","ASSOCIATE'S","GRADUATED","2012","2015","2000005150","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000005150","COLOMBIA","Servicio Nacional de Aprendizaje SENA","SALUD OCUPACIONAL"
"2000001907","SERVICIOS USO INFRAESTRUCTURA TYD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1991","1997","2000001907","ENGINEERING",,"2000001907","COLOMBIA",,"INGENIERIA ELECTRICA"
"2000001907","SERVICIOS USO INFRAESTRUCTURA TYD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2001","2004","2000001907","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000001907","COLOMBIA",,"MAESTRIA EN ADMINISTRACION DE EMPRESAS"
"2000001907","SERVICIOS USO INFRAESTRUCTURA TYD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","GRADUATED","2016","2017","2000001907","ENGINEERING",,"2000001907","COLOMBIA",,"ESPECIALIZACION EN SISTEMAS DE TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA"
"2000001913","SISTEMAS DE GESTION DE MANTENIMIENTO Y UIETD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2017","2019","2000001913","ENGINEERING",,"2000001913","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN SISTEMAS DE TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA"
"2000001913","SISTEMAS DE GESTION DE MANTENIMIENTO Y UIETD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2019","2020","2000001913","PROJECTS MANAGEMENT",,"2000001913","COLOMBIA","Corporación Universitaria Minuto de Dios UNIMINUTO","ESPECIALIZACION EN GERENCIA DE PROYECTOS"
"2000001913","SISTEMAS DE GESTION DE MANTENIMIENTO Y UIETD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2011","2014","2000001913","ENGINEERING",,"2000001913","COLOMBIA",,"INGENIERIA ELECTROMECANICA"
"2000001853","ANALISIS DEMANDA Y CONTROL ENERGIA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","GRADUATED","2012","2014","2000001853","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000001853","COLOMBIA",,"ESPECIALIZACION EN SISTEMAS GERENCIALES DE INGENIERIA"
"2000001853","ANALISIS DEMANDA Y CONTROL ENERGIA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","TECHNICAL (COL)","GRADUATED","2000","2005","2000001853","ENGINEERING",,"2000001853","COLOMBIA",,"BACHILLERATO"
"2000001853","ANALISIS DEMANDA Y CONTROL ENERGIA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2007","2012","2000001853","ENGINEERING",,"2000001853","COLOMBIA","Universidad del Valle Cali","INGENIERIA ELECTRICA"
"2000001938","LIDER ASUNTOS LEGALES DE NEGOCIO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2000","2004","2000001938",,,"2000001938","COLOMBIA",,"DERECHO"
"2000001938","LIDER ASUNTOS LEGALES DE NEGOCIO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2005","2006","2000001938",,,"2000001938","COLOMBIA",,"ESPECIALIZACION EN DERECHO ADMINISTRATIVO"
"2000001938","LIDER ASUNTOS LEGALES DE NEGOCIO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2008","2010","2000001938",,,"2000001938","COLOMBIA",,"ESPECIALIZACION EN DERECHO CONSTITUCIONAL"
"2000001938","LIDER ASUNTOS LEGALES DE NEGOCIO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2011","2013","2000001938",,,"2000001938","COLOMBIA","Universidad ICESI","MAESTRIA EN DERECHO EMPRESARIAL"
"2000005098","LIDER PRESAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000005098",,,"2000005098",,,
"2000001861","LIDER SOCIOAMBIENTAL CORPORATIVO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2005","2010","2000001861","LAW AND PUBLIC SECTOR",,"2000001861","COLOMBIA","Universidad Industrial de Santander","DERECHO"
"2000001861","LIDER SOCIOAMBIENTAL CORPORATIVO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","GRADUATED","2011","2011","2000001861","LAW AND PUBLIC SECTOR",,"2000001861","COLOMBIA","Universidad Externado de Colombia","ESPECIALIZACION EN DERECHO DEL MEDIO AMBIENTE"
"2000003513","COBRO Y RECAUDO I","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000003513",,,"2000003513",,,
"2000006093","ASESORIA COMERCIAL","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1995","2000","2000006093","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000006093","COLOMBIA","Universidad del Valle Cali","ADMINISTRACION DE EMPRESAS"
"2000010464","LIDER GESTION TECNICA INTERNET","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2011","2013","2000010464",,,"2000010464","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN GESTION DE LA INNOVACION TECNOLOGICA"
"2000010464","LIDER GESTION TECNICA INTERNET","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2017","2019","2000010464",,,"2000010464","COLOMBIA",,
"2000010464","LIDER GESTION TECNICA INTERNET","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2007","2001","2000010464",,,"2000010464","COLOMBIA","Universidad del Valle Cali","INGENIERIA DE SISTEMAS Y COMPUTACION"
"2000010464","LIDER GESTION TECNICA INTERNET","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2008","2009","2000010464",,,"2000010464","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN GERENCIA DE PROYECTOS"
"2000001836","PLANEACION MANTENIMIENTO SUBESTACIONES","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2008","2010","2000001836","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000001836","COLOMBIA","Universidad ICESI","MAESTRIA EN ADMINISTRACION DE NEGOCIOS INTERNACIONALES"
"2000001836","PLANEACION MANTENIMIENTO SUBESTACIONES","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1991","1997","2000001836","ENGINEERING",,"2000001836","COLOMBIA","Universidad Autónoma de Occidente","INGENIERIA ELECTRICA"
"2000001836","PLANEACION MANTENIMIENTO SUBESTACIONES","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","GRADUATED","1998","2000","2000001836","ENGINEERING",,"2000001836","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN SISTEMAS DE TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA"
"2000005076","GESTION SERVICIOS ADMINISTRATIVOS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000005076",,,"2000005076",,,
"2000005094","OBRAS MTBT","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2016","2018","2000005094",,,"2000005094","COLOMBIA","Universidad Antonio Nariño","INGENIERIA ELECTROMECANICA"
"2000005344","OPERACION MERCADO MAYORISTA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1998","2005","2000005344","ENGINEERING",,"2000005344","COLOMBIA","Universidad del Valle Cali","INGENIERIA ELECTRICA"
"2000005344","OPERACION MERCADO MAYORISTA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","GRADUATED","2005","2007","2000005344","ENERGY",,"2000005344","COLOMBIA","Universidad del Valle Cali",
"2000005344","OPERACION MERCADO MAYORISTA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2011","2014","2000005344","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000005344","COLOMBIA",,"MAESTRIA EN ECONOMIA"
"2000001633","OPERACION MERCADO MAYORISTA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000001633",,,"2000001633",,,
"2000001910","LIDER INGENIERIA BASICA Y DE OFERTAS SISTEMAS FOTOVOLTAICOS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1993","2001","2000001910",,,"2000001910","COLOMBIA","Universidad del Valle Cali","INGENIERIA ELECTRICA"
"2000001910","LIDER INGENIERIA BASICA Y DE OFERTAS SISTEMAS FOTOVOLTAICOS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","DOCTORATE'S","GRADUATED","2005","2012","2000001910",,,"2000001910","COLOMBIA","Universidad del Valle Cali","DOCTORADO EN INGENIERIA"
"2000001910","LIDER INGENIERIA BASICA Y DE OFERTAS SISTEMAS FOTOVOLTAICOS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2003","2005","2000001910",,,"2000001910","COLOMBIA","Universidad del Valle Cali","MAESTRIA EN INGENIERIA - INGENIERIA ELECTRICA"
"2000005205","LIDER CENTRAL GENERACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2019","2020","2000005205","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000005205","SPAIN","PMM Business School","MAESTRIA EN ADMINISTRACION -MBA"
"2000005205","LIDER CENTRAL GENERACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2004","2009","2000005205","ENGINEERING",,"2000005205","COLOMBIA","Universidad del Valle Cali","INGENIERIA MECANICA"
"2000005205","LIDER CENTRAL GENERACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2019","2020","2000005205","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000005205","SPAIN",,
"2000005205","LIDER CENTRAL GENERACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","IN PROGRESS","2022",,"2000005205","ENGINEERING",,"2000005205","COLOMBIA","Universidad del Valle Cali","MAESTRIA EN INGENIERIA MECANICA"
"2000010487","BIENES INMUEBLES","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000010487",,,"2000010487",,,
"2000001729","PLANEACION Y ESTUDIOS TYD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2008","2009","2000001729",,,"2000001729","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN SISTEMAS DE TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA"
"2000001729","PLANEACION Y ESTUDIOS TYD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2001","2007","2000001729",,,"2000001729","COLOMBIA","Universidad del Valle Cali","INGENIERIA ELECTRICA"
"2000001729","PLANEACION Y ESTUDIOS TYD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","HIGH SCHOOL","GRADUATED","1992","1998","2000001729",,,"2000001729","COLOMBIA",,"BACHILLERATO"
"2000001729","PLANEACION Y ESTUDIOS TYD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","ELEMENTARY SCHOOL","GRADUATED","1986","1990","2000001729",,,"2000001729","COLOMBIA",,"BACHILLERATO"
"2000001957","GESTION TECNICA ELECTRICA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1982","1989","2000001957",,,"2000001957","COLOMBIA","Universidad Industrial de Santander","INGENIERIA ELECTRICA"
"2000001957","GESTION TECNICA ELECTRICA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED",,,"2000001957",,,"2000001957","COLOMBIA","Universidad del Valle Cali","MAESTRIA EN INGENIERIA CON ENFASIS EN INGENIERIA INDUSTRIAL"
"2000001957","GESTION TECNICA ELECTRICA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2001","2002","2000001957",,,"2000001957","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN SISTEMAS DE TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA"
"2000006074","LABORATORIO RED DIGITAL","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED",,,"2000006074",,,"2000006074","COLOMBIA","Universidad del Valle Cali",
"2000006074","LABORATORIO RED DIGITAL","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2000","2001","2000006074",,,"2000006074","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN REDES DE COMUNICACION"
"2000006074","LABORATORIO RED DIGITAL","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1982","1989","2000006074",,,"2000006074","COLOMBIA",,"INGENIERIA ELECTRONICA"
"2000010475","FRONTERAS COMERCIALES","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2001","2023","2000010475","ENGINEERING","Energía","2000010475","COLOMBIA","Universidad Autónoma de Occidente","INGENIERIA ELECTRICA"
"2000010475","FRONTERAS COMERCIALES","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","IN PROGRESS","2023",,"2000010475","ENGINEERING","Analitica de Big Data","2000010475","COLOMBIA","Universidad Autónoma de Occidente",
"2000005167","LIDER PROYECTOS GRANJAS FOTOVOLTAICAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","HIGH SCHOOL","GRADUATED","1994","2000","2000005167","EDUCATION",,"2000005167","COLOMBIA",,"BACHILLERATO"
"2000005167","LIDER PROYECTOS GRANJAS FOTOVOLTAICAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","IN PROGRESS","2020","2021","2000005167","PROJECTS MANAGEMENT",,"2000005167","COLOMBIA","Corporación Universitaria Minuto de Dios UNIMINUTO","ESPECIALIZACION EN GERENCIA DE PROYECTOS"
"2000005167","LIDER PROYECTOS GRANJAS FOTOVOLTAICAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2001","2007","2000005167","ENGINEERING",,"2000005167","COLOMBIA","Universidad del Valle Cali","INGENIERIA ELECTRICA"
"2000005167","LIDER PROYECTOS GRANJAS FOTOVOLTAICAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","ELEMENTARY SCHOOL","GRADUATED","1989","1994","2000005167","EDUCATION",,"2000005167","COLOMBIA",,"BACHILLERATO"
"2000005393","SISTEMAS FOTOVOLTAICOS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000005393",,,"2000005393",,,
"2000010479","ASESORIA COMERCIAL","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1998","2003","2000010479","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000010479","COLOMBIA","Universidad Cooperativa de Colombia","ADMINISTRACION DE EMPRESAS"
"2000001751","TALENTO HUMANO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1994","1999","2000001751","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000001751","COLOMBIA",,"ADMINISTRACION DE EMPRESAS"
"2000001751","TALENTO HUMANO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","IN PROGRESS","2021","2022","2000001751","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000001751","COLOMBIA",,"ESPECIALIZACION EN GERENCIA DEL TALENTO HUMANO"
"2000010471","NEGOCIACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2018","2019","2000010471",,,"2000010471","COLOMBIA",,
"2000010471","NEGOCIACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1996","2000","2000010471",,,"2000010471","COLOMBIA",,"PROFESIONAL EN NEGOCIOS INTERNACIONALES"
"2000005264","ANALISIS Y OPERACION TIEMPO REAL","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2018","2018","2000005264","ENERGY",,"2000005264","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN SISTEMAS DE TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA"
"2000001762","PMO TRANSMISION Y DISTRIBUCION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000001762",,,"2000001762",,,
"2000010428","LIDER CIBERSEGURIDAD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2017","2019","2000010428","TECHNOLOGY",,"2000010428","COLOMBIA",,"MAESTRIA EN CIBERSEGURIDAD Y CIBERDEFENSA"
"2000010428","LIDER CIBERSEGURIDAD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1998","2002","2000010428","TECHNOLOGY",,"2000010428","COLOMBIA","Universidad Antonio Nariño","INGENIERIA DE SISTEMAS"
"2000010428","LIDER CIBERSEGURIDAD","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","GRADUATED","2003","2004","2000010428","FINANCE",,"2000010428","COLOMBIA",,"ESPECIALIZACION EN FINANZAS Y NEGOCIOS INTERNACIONALES"
"2000001833","ADMINISTRACION SOLUCIONES ENERGETICAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","1997","2000","2000001833","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000001833","COLOMBIA","Universidad ICESI","FINANZAS Y NEGOCIOS INTERNACIONALES"
"2000001833","ADMINISTRACION SOLUCIONES ENERGETICAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1983","1989","2000001833","ADMINISTRATIVE AND ECONOMIC SCIENCES",,"2000001833","COLOMBIA","Universidad del Valle Cali","ADMINISTRACION DE EMPRESAS"
"2000005275","DISEÑO EXPERIENCIAS CLIENTES INTERNET","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000005275",,,"2000005275",,,
"2000001927","GESTION CONTRATISTAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1998","2003","2000001927","FINANCE",,"2000001927","COLOMBIA",,"CONTADURIA PUBLICA"
"2000001927","GESTION CONTRATISTAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2008","2009","2000001927","FINANCE",,"2000001927","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN FINANZAS"
"2000001927","GESTION CONTRATISTAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","TECHNICAL (COL)","GRADUATED","2018","2026","2000001927","HUMAN MANAGEMENT",,"2000001927","COLOMBIA",,
"2000001927","GESTION CONTRATISTAS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","TECHNICAL (COL)","GRADUATED","2018","2018","2000001927","HUMAN MANAGEMENT",,"2000001927","COLOMBIA",,
"2000010324","BIENES INMUEBLES","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000010324",,,"2000010324",,,
"2000001759","DESARROLLO DE PROYECTO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","TECHNICAL (COL)","IN PROGRESS","2019",,"2000001759","TECHNOLOGY",,"2000001759","COLOMBIA",,
"2000001759","DESARROLLO DE PROYECTO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1992","1999","2000001759","ENGINEERING",,"2000001759","COLOMBIA","Universidad del Valle Cali","INGENIERIA INDUSTRIAL"
"2000001759","DESARROLLO DE PROYECTO","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","SPECIALIZATION (COL)","GRADUATED","2008","2009","2000001759","MARKETING",,"2000001759","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN MARKETING ESTRATEGICO"
"2000001888","AUDITORIA SISTEMAS - JUNIOR","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","TECHNICAL (COL)","GRADUATED","2016","2016","2000001888","TECHNOLOGY",,"2000001888","COLOMBIA",,
"2000001888","AUDITORIA SISTEMAS - JUNIOR","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2010","2011","2000001888","TECHNOLOGY",,"2000001888","COLOMBIA",,
"2000001888","AUDITORIA SISTEMAS - JUNIOR","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2004","2011","2000001888","TECHNOLOGY",,"2000001888","COLOMBIA",,"INGENIERIA INFORMATICA"
"2000001888","AUDITORIA SISTEMAS - JUNIOR","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","TECHNICAL (COL)","GRADUATED","2017","2017","2000001888","TECHNOLOGY",,"2000001888","COLOMBIA",,
"2000005273","SISTEMAS FOTOVOLTAICOS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2016","2020","2000005273","ENGINEERING",,"2000005273","COLOMBIA","Universidad del Valle Cali","MAESTRIA EN INGENIERIA"
"2000005273","SISTEMAS FOTOVOLTAICOS","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2005","2011","2000005273","ENGINEERING",,"2000005273","COLOMBIA","Universidad del Valle Cali","INGENIERIA ELECTRONICA"
"2000002469","AUDITORIA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1993","1998","2000002469","FINANCE",,"2000002469","COLOMBIA",,"CONTADURIA PUBLICA"
"2000002469","AUDITORIA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","TECHNICAL (COL)","GRADUATED","2009","2009","2000002469","FINANCE",,"2000002469","COLOMBIA","Pontificia Universidad Javeriana",
"2000002469","AUDITORIA","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","TECHNICAL (COL)","GRADUATED","2008","2009","2000002469","N/D",,"2000002469","COLOMBIA",,
"2000001924","PLANIFICACION DE MATERIALES","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)",,,,,"2000001924",,,"2000001924",,,
"2000001902","ANALISIS OPERACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","MASTER'S","GRADUATED","2008","2010","2000001902","ENERGY",,"2000001902","COLOMBIA","Universidad del Valle Cali","ESPECIALIZACION EN SISTEMAS DE TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA"
"2000001902","ANALISIS OPERACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","TECHNICAL (COL)","GRADUATED","1984","1990","2000001902","ENERGY",,"2000001902","COLOMBIA",,"BACHILLERATO"
"2000001902","ANALISIS OPERACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","1992","1999","2000001902","ENERGY",,"2000001902","COLOMBIA","Universidad del Valle Cali","INGENIERIA ELECTRICA"
"2000004977","LIDER CENTRO DE CONTROL","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","BACHELOR'S","GRADUATED","2009","2014","2000004977",,,"2000004977","COLOMBIA","Universidad del Valle Cali","INGENIERIA ELECTRICA"
"2000003472","OPERACION Y MANTENIMIENTO CENTRALES GENERACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","ASSOCIATE'S","GRADUATED","2014","2016","2000003472","ENERGY",,"2000003472","COLOMBIA","Servicio Nacional de Aprendizaje SENA","TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL"
"2000003472","OPERACION Y MANTENIMIENTO CENTRALES GENERACION","CELSIA COLOMBIA S.A. E.S.P. (CLS-CO07)","HIGH SCHOOL","GRADUATED","2001","2006","2000003472","EDUCATION",,"2000003472","COLOMBIA",,"BACHILLERATO"
